time_on_site,pages_visited,age,previous_purchases,cart_value,session_count,days_since_last_visit,avg_time_per_page,purchase_rate,purchased
23.936793898692365,9,18.50720901831046,2,13.244796065662632,5,16.750116847823026,2.3936793898692366,0.3333333333333333,0
14.944647302155875,9,21.342282440212536,2,70.10000490574993,2,36.34348217956018,1.4944647302155876,0.6666666666666666,1
13.822835843709536,10,35.0530466066168,0,60.605069727626706,5,1.753578759439207,1.2566214403372304,0.0,1
13.823022943318007,4,40.533055053103254,1,28.297329413711168,5,7.186523569884102,2.7646045886636013,0.16666666666666666,0
46.49714412230651,3,15.56451219157004,3,44.21513337147585,3,27.063207405585803,11.624286030576627,0.75,1
28.66706230964224,5,50.913434401739714,2,46.37147627012916,3,29.7818846623962,4.777843718273707,0.5,1
11.310780017408991,5,47.67748011283036,0,44.67263865400237,1,11.264506065741461,1.8851300029014986,0.0,0
24.698144734312134,9,25.51141150297186,3,69.63908215105072,7,16.427319540689435,2.4698144734312133,0.375,1
19.989602640646467,7,43.104677874891614,1,76.34927947456615,5,30.513571977558687,2.4987003300808084,0.16666666666666666,1
2.159149434905854,4,32.42672710712929,1,69.62076982316064,4,10.370317551958214,0.43182988698117086,0.2,0
6.712422826877063,4,29.24569126039019,1,78.31747590746829,7,7.05021345821915,1.3424845653754125,0.125,0
21.061656373481632,4,34.611925688338246,0,51.59583667743143,3,13.443520433964462,4.212331274696327,0.0,1
43.65176867483528,11,18.652446010843022,5,40.261048848983336,5,5.151163356917861,3.6376473895696066,0.8333333333333334,1
13.91852184959146,5,40.622421551498654,3,27.10716393868131,2,33.51309272715091,2.319753641598577,1.0,1
10.580274390543035,5,43.79117541504605,2,44.17159382181487,5,4.185845687483546,1.763379065090506,0.3333333333333333,0
18.140075414721657,5,41.82809337025009,1,33.94104049946581,3,0.37241911171084174,3.0233459024536096,0.25,1
10.052844807180977,4,52.339209432515204,2,86.9765836489159,3,11.795882402431237,2.0105689614361952,0.5,1
13.177413811391885,5,24.222001532629612,2,67.40071929320268,3,63.27100771369243,2.196235635231981,0.5,0
16.493024789402646,5,41.750996825507535,3,31.77252311606053,7,6.408069222164609,2.7488374649004412,0.375,1
6.40137304843884,6,60.39355177865485,4,46.61512614747623,4,28.978210010950576,0.9144818640626914,0.8,1
29.70060094213139,9,53.871782510336864,2,38.91696062357852,7,33.41421116189259,2.970060094213139,0.25,1
5.351814462790401,3,50.19666588738037,3,37.50746446023539,3,67.48466310633509,1.3379536156976002,0.75,1
4.727934438346733,8,42.00360779033285,5,42.664658305193356,1,10.447171800580211,0.5253260487051926,2.5,1
19.33950417888135,3,36.320334081883615,3,43.60443585108033,3,18.549045313707914,4.834876044720337,0.75,1
28.133538079790505,8,37.768895847772896,2,41.68806177864141,6,23.990101152052503,3.1259486755322783,0.2857142857142857,0
18.978355743570706,6,36.130953136153174,0,51.16056315203897,2,3.3137210253070832,2.711193677652958,0.0,1
15.217791770846008,9,44.57337599463592,3,44.22273832982199,5,7.831706205989549,1.5217791770846008,0.5,0
13.073814349834743,7,46.54495438721402,7,73.19625030494095,6,62.83412580692603,1.6342267937293429,1.0,1
11.399098306866504,5,19.65874320861841,2,50.7240052108469,4,4.693613733837614,1.899849717811084,0.4,0
34.37799300519448,2,24.46603449961988,2,50.012214496011914,7,2.928027166560374,11.459331001731494,0.25,1
21.21043939389922,4,23.756778379777973,1,41.39526508010338,9,33.70039701164491,4.242087878779844,0.1,0
12.17318813658654,4,29.61698504086356,1,47.66445774683817,4,32.881666259425295,2.4346376273173083,0.2,0
9.366065293115572,2,34.1602020304069,4,24.60457204741695,8,24.659708031383573,3.122021764371857,0.4444444444444444,0
25.87618956707874,5,37.9701347279593,3,44.91762033133041,0,19.93146394644566,4.31269826117979,3.0,1
33.83441673402218,8,40.94171618108549,3,74.60397123816973,1,8.042121075927225,3.7593796371135753,1.5,1
31.812097818028885,6,44.629203339543054,2,35.99648185341274,4,21.676073402112507,4.544585402575555,0.4,0
8.010470482113469,6,37.430421749048726,2,56.67691979635437,5,0.565331506087846,1.1443529260162097,0.3333333333333333,0
12.984978012876242,8,33.37548492122807,1,74.48929304889556,2,16.32656747600109,1.4427753347640269,0.3333333333333333,0
11.214349675200985,10,24.955591043820487,1,55.63010548310298,5,5.277564463019583,1.0194863341091804,0.16666666666666666,0
14.382881157859886,6,28.65310845990398,4,43.47000981048133,8,32.547380863123905,2.054697308265698,0.4444444444444444,0
29.510885233632564,6,29.043731117601975,1,62.95996901008699,3,0.4619751643039348,4.215840747661795,0.25,1
41.022624572072104,4,44.29719238689972,1,49.45810854479186,3,23.22640108819489,8.20452491441442,0.25,0
21.784871403084985,11,41.55193939241228,2,67.62752299445035,2,82.28148860693915,1.815405950257082,0.6666666666666666,1
9.648446230922167,4,37.78955475481762,1,56.37534189123021,7,33.78512166945222,1.9296892461844333,0.125,0
16.20841964888904,6,41.385314211268124,6,18.12214355164203,5,37.032173532481565,2.315488521269863,1.0,1
46.12539535073584,3,32.75760458179663,1,39.210141230482364,1,39.6846366436174,11.53134883768396,0.5,0
17.815886015538528,9,28.185693820670895,2,54.86223333611665,2,2.693007779998394,1.7815886015538527,0.6666666666666666,1
13.096847025755764,3,14.627336655424948,4,71.20960209104915,4,17.088807166440844,3.274211756438941,0.8,1
13.988526118012778,8,29.687310643732005,2,65.96172115542737,4,6.62775464266325,1.5542806797791977,0.4,0
21.715133640480122,14,16.38465514941099,4,68.40619818955564,1,16.07170719968204,1.4476755760320081,2.0,1
8.256317345052627,5,37.77584310168948,2,46.791450340837514,3,40.274879267995566,1.3760528908421046,0.5,0
10.991971181233627,5,22.805028759396635,2,37.24273054515395,6,3.655340350068257,1.8319951968722712,0.2857142857142857,0
31.497723935742506,7,32.59617737630024,4,38.54764484996148,5,22.69378864822436,3.9372154919678133,0.6666666666666666,1
21.281276153230642,5,32.13093785944818,2,35.997349179453565,6,34.51327217888908,3.5468793588717737,0.2857142857142857,0
17.9516084047888,5,8.268870689659057,3,93.8814267516897,3,11.46420216719401,2.991934734131467,0.75,1
32.56013564679034,4,11.700520312631998,0,86.68453486935654,7,28.431752521097906,6.512027129358069,0.0,0
9.146857837815258,11,42.452254917023815,3,26.16507230164462,6,0.43922390942217604,0.7622381531512715,0.42857142857142855,1
12.784349172309803,5,35.825033735161696,1,58.23155960640488,7,15.250321084361234,2.130724862051634,0.125,1
20.78930304781394,10,51.57211712373228,1,47.57999273124173,6,3.0445951275430594,1.8899366407103584,0.14285714285714285,1
20.26914590597363,9,41.0634145410835,2,44.10536280309251,8,10.929915406717349,2.026914590597363,0.2222222222222222,1
4.258455742984128,8,28.642036768654165,2,62.458724486657346,2,0.7235198928739905,0.47316174922045867,0.6666666666666666,1
11.804614136051148,6,10.455044384925058,1,40.183540009575644,2,4.149265350035501,1.686373448007307,0.3333333333333333,0
14.669983703616063,4,44.515506845750345,4,40.628962360674535,4,19.02367337972448,2.9339967407232126,0.8,1
22.446055420317677,8,52.13644914903655,1,60.127183392254025,3,15.300785272490836,2.494006157813075,0.25,1
20.21763641517598,6,10.942546504704646,0,76.9544055140954,1,63.09455705104366,2.8882337735965686,0.0,1
15.723929640013088,6,36.663308063876435,2,91.14530577377194,7,6.096920421316632,2.2462756628590124,0.25,1
2.141050819060005,10,32.40132861512034,2,60.80414172923079,2,11.066737067483782,0.19464098355090956,0.6666666666666666,1
16.326711944514607,5,8.775527806315564,1,32.93240570529985,5,5.864162255276765,2.721118657419101,0.16666666666666666,0
17.456390277852233,5,19.7533828916771,2,64.84635874543326,1,102.03232378118881,2.9093983796420386,1.0,1
72.97997788782871,8,39.46179745710857,2,42.578446894173126,5,141.31748193440913,8.108886431980968,0.3333333333333333,0
14.304597726306332,4,52.61638207720175,3,50.479830796449946,5,29.45362209614045,2.8609195452612664,0.5,1
20.870595224639974,6,36.19767701119594,1,81.62715109683677,3,2.1306264817376306,2.9815136035199963,0.25,1
36.20212758880965,10,35.7101440478328,1,78.4307743838314,3,11.946741727193546,3.291102508073605,0.25,1
28.380726964723607,6,33.79767268796748,0,68.37150593742642,6,48.12855918851541,4.054389566389086,0.0,1
42.12804580611479,4,42.578671466899856,3,83.63419634538057,11,23.08429216438336,8.425609161222958,0.25,0
4.329122194076865,11,29.288149365150947,3,3.6305832004094363,2,24.741081662462022,0.3607601828397387,1.0,1
6.870618941603256,5,37.80138328610287,6,36.563417525169704,3,93.82290452755912,1.145103156933876,1.5,1
10.372670444422269,9,54.23910334271146,2,63.385577957684575,5,2.679821837041717,1.037267044442227,0.3333333333333333,1
3.593171948522547,6,21.98085072054042,2,49.641919849578855,7,76.35414795549539,0.5133102783603639,0.25,0
17.567572936081476,5,36.65376186612675,1,73.16948482109215,4,63.38087049968368,2.927928822680246,0.2,1
7.391777105705169,10,32.19438481582569,0,26.686760884185688,5,11.238451449284126,0.6719797368822881,0.0,0
45.75208746682091,2,30.441586933908635,3,74.53750199666392,4,12.505449574310566,15.250695822273636,0.6,1
8.462008804452893,7,29.613215573538486,2,61.00985808028756,4,5.647234873635538,1.0577511005566116,0.4,0
12.845032178696396,2,33.727569103520786,1,52.98702520509396,8,2.3249151095187224,4.281677392898799,0.1111111111111111,0
29.529621597042528,3,33.062158241111014,5,17.686111977278607,5,15.664547277472334,7.382405399260632,0.8333333333333334,0
5.291380569674935,8,28.29771196659439,1,94.856622173836,2,9.167732725026855,0.5879311744083261,0.3333333333333333,1
3.3358316490999114,7,41.46707832817417,0,26.882794157594162,6,19.531278673743266,0.4169789561374889,0.0,0
19.165717437776124,9,30.768327661966563,0,22.759994137315193,3,69.57867598673002,1.9165717437776124,0.0,0
20.251904857497532,5,27.91513258419276,2,63.03586893347345,3,0.8900688406049875,3.3753174762495886,0.5,1
28.934546398238304,7,25.508336823901253,2,72.82454586388316,3,23.04025815563116,3.616818299779788,0.5,0
24.35377220027748,6,43.75233584597748,2,48.133971743499295,3,20.939361358166167,3.479110314325354,0.5,0
20.802236705702892,7,17.258624099589944,3,33.51979894781328,4,36.19993844458565,2.6002795882128615,0.6,1
9.338814169542264,8,37.62738089872934,2,41.211520322361544,7,83.26097738760014,1.0376460188380294,0.25,0
19.84844911636944,6,40.403719718078975,3,58.8481886298639,7,11.559804355942106,2.83549273090992,0.375,1
20.743742601607025,7,6.402809918449851,0,38.779141347944744,4,9.402350508860685,2.592967825200878,0.0,0
9.040842928085176,9,25.289062071802505,1,75.08681929714616,4,8.436313048310561,0.9040842928085177,0.2,0
54.22075519778427,7,46.46847971507721,3,34.244679322835914,5,11.041284012675634,6.777594399723034,0.5,0
23.562735707681096,3,59.48448474973887,4,18.60387708528193,1,3.812620487171781,5.890683926920274,2.0,1
6.984617454703961,4,25.830330136073577,1,81.90471866364463,2,0.13087492063519604,1.3969234909407922,0.3333333333333333,1
29.03277905202262,9,24.22909500860515,4,36.52803466025423,3,6.3363026863275405,2.9032779052022617,1.0,1
32.453951404038996,8,26.35288034769537,4,60.2026230136709,5,48.2458489820575,3.6059946004487773,0.6666666666666666,1
22.583783487614156,7,42.06175291180163,5,61.07421104067646,2,28.991761222830917,2.8229729359517695,1.6666666666666667,1
13.695198381389302,7,36.075637013853125,3,37.15031536888862,7,19.430309055201185,1.7118997976736627,0.375,0
8.7068534604621,8,37.34666583947745,0,62.64299037993273,4,51.45281724287887,0.9674281622735665,0.0,0
15.690971963520981,5,44.588414663361306,3,41.637248003462624,2,8.932854984522518,2.6151619939201636,1.0,1
21.47025945722302,5,54.50909793427183,1,36.25403613533125,7,44.86724506750407,3.5783765762038366,0.125,1
16.83508449691649,3,11.876645839709319,4,49.120800725575954,7,2.0536185629198016,4.208771124229123,0.5,1
43.35527216987615,3,42.78469061932733,2,85.13440488685009,3,49.90006365584504,10.838818042469038,0.5,1
26.119128358470558,4,48.85250334583147,4,56.35717040655029,6,30.901482943968283,5.223825671694112,0.5714285714285714,1
7.869200543779319,5,42.22695649963973,2,68.6091732975471,5,89.9371740371766,1.3115334239632197,0.3333333333333333,0
6.311876548292238,9,30.561327018810736,2,51.63605015243318,6,26.18753807255944,0.6311876548292238,0.2857142857142857,0
23.703511150172915,7,49.55394210917508,3,39.59848010163335,6,0.17277264380829008,2.9629388937716143,0.42857142857142855,1
13.945025259693507,5,29.743576199986972,2,56.99851676335279,8,13.219538500752552,2.3241708766155846,0.2222222222222222,0
27.688121461893598,8,37.72629734899253,2,47.33294791502683,3,16.007275347318565,3.0764579402103998,0.5,0
23.553056285864923,7,21.050173835107394,2,41.24657019802756,3,4.858278581865077,2.9441320357331153,0.5,1
15.744018794262605,5,32.89981073576667,2,65.35118303018481,2,30.786896986653833,2.624003132377101,0.6666666666666666,1
7.950606810600568,6,50.16762449478925,1,58.772727835163266,2,21.78579788077806,1.1358009729429381,0.3333333333333333,0
3.76199724686522,5,47.916448331485206,1,37.573463263651,5,44.215043089970806,0.6269995411442033,0.16666666666666666,0
19.586207416977896,6,41.70587296403267,0,67.88217441728251,7,2.809056117010497,2.7980296309968424,0.0,1
5.202515336190322,4,64.53387791338795,3,49.855562036586655,1,33.897884808433545,1.0405030672380644,1.5,1
7.662041294056971,5,45.43728208347012,2,66.88408464699637,5,20.236520150901136,1.2770068823428284,0.3333333333333333,0
18.73106279986648,8,29.605131869096518,3,36.79358626077817,5,30.158553801422883,2.0812291999851644,0.5,0
17.42948875519292,3,38.785703995911646,2,32.746654664274054,2,70.6051063248415,4.35737218879823,0.6666666666666666,1
5.83721956473482,3,37.23250168552797,4,40.8382192082634,5,38.043183513628406,1.459304891183705,0.6666666666666666,0
34.92326563523554,7,27.15479702809267,3,50.55176178112622,4,4.091299884277286,4.365408204404442,0.6,1
34.308584304484086,5,35.57546321676795,3,46.24303811652682,1,10.186614432567053,5.718097384080681,1.5,1
24.239142083758644,4,36.88863477021471,0,75.52848181558099,6,68.56478803113458,4.847828416751729,0.0,1
24.218444540979807,6,46.896589704764196,0,34.074017114520686,4,10.76671273740609,3.459777791568544,0.0,0
24.239347891307315,6,50.38915886628256,7,10.453452436923065,4,11.006433979950696,3.4627639844724736,1.4,0
32.265599468570635,3,19.881787424143358,3,49.839402985496264,2,33.339133736083674,8.066399867142659,1.0,1
26.569753608282486,5,40.2845556596049,2,60.07348851460276,6,5.522065411921149,4.428292268047081,0.2857142857142857,1
